,NPI_ID,HCP_ID,TARGET,Age,Number_of_Rx,Rx_last_1_Month,Rx_last_3_Month,Rx_last_6_Month,Rx_last_12_Month,Claims_last_1_Month,Claims_last_3_Month,Procedures_chemo_last_1_month,Procedures_chemo_last_3_month,Procedures_chemo_last_6_month,Procedures_chemo_last_12_month,Procedures_radio_last_1_month,Procedures_Immuno_last_6_month,Procedures_Immuno_last_12_month,Procedures_Biopsy_last_3_month,Procedures_Biopsy_last_6_month,Procedures_Biopsy_last_12_month,Promotional_medscape_last_1_month,Promotional_medscape_last_3_month,Promotional_medscape_last_6_month,F2F_visit,F2F_visit_last_1_month,F2F_visit_last_3_month,VRC_visit_last_3_month,VRC_visit_last_6_month,VRC_visit_last_12_month,HCO_Affiliation_Type_Contract,HCO_Affiliation_Type_Referral
666,8052410,HCP_667,0,51,396,529,881,1055,1524,10,14,38,57,111,192,81,193,358,58,91,102,18,32,39,2,4,7,4,6,7,True,False
667,9579089,HCP_668,1,41,1100,1927,3512,5840,10464,30,38,38,71,133,258,36,168,326,56,65,71,20,34,43,1,2,3,5,6,12,False,False
668,7183216,HCP_669,1,76,464,803,1575,2494,3522,155,156,59,77,92,177,75,120,211,84,146,228,7,10,17,1,2,3,6,9,18,False,False
669,4673876,HCP_670,1,85,243,367,580,636,899,209,365,53,95,147,155,81,121,122,124,240,321,17,20,34,2,4,7,4,6,7,False,True
670,2093243,HCP_671,0,43,244,488,646,1236,1559,262,324,75,140,276,387,49,128,214,90,139,198,12,24,41,1,2,4,4,8,12,False,True
671,9029754,HCP_672,0,39,855,900,1006,1377,2434,230,257,73,131,187,337,62,157,297,97,101,198,14,18,36,1,2,4,8,9,13,False,True
672,5453162,HCP_673,0,43,699,845,1263,2283,3746,288,289,61,120,214,409,69,98,163,93,136,212,10,15,18,1,2,4,6,10,18,False,False
673,4623145,HCP_674,0,86,556,756,1189,1392,1500,129,181,73,133,218,235,36,134,251,83,91,120,11,13,22,2,4,5,5,6,7,False,False
674,6949023,HCP_675,0,75,1100,1434,1499,2178,3406,149,172,63,64,122,196,54,161,214,56,58,116,15,24,26,2,4,6,7,11,15,True,False
675,7304492,HCP_676,1,40,439,455,625,1201,2122,150,249,65,130,195,370,45,96,128,59,93,106,15,23,40,1,2,4,7,8,14,False,False
676,5578779,HCP_677,1,76,934,1750,3112,3431,6336,296,412,57,78,116,213,48,111,203,48,54,107,10,11,14,2,4,5,3,4,6,False,False
677,2414805,HCP_678,0,58,860,1039,1258,2307,3597,94,119,51,63,68,123,80,118,157,55,83,144,6,9,16,2,4,6,4,6,7,True,False
678,1199915,HCP_679,0,64,1100,2172,3797,3802,7276,261,413,53,77,150,291,46,70,118,64,69,127,11,12,22,2,4,5,3,6,10,False,True
679,1547327,HCP_680,1,37,1100,1649,2192,3220,3574,248,428,52,60,118,218,76,124,167,77,118,130,14,21,28,1,2,3,4,5,8,True,False
680,3327212,HCP_681,0,43,627,871,923,1315,1934,311,434,46,67,105,110,62,97,181,59,76,87,14,26,51,1,2,4,4,6,9,False,False
681,2774646,HCP_682,0,61,831,1110,1413,2039,3565,156,216,46,79,96,97,61,103,181,87,91,180,12,15,18,1,2,3,6,7,13,True,False
682,9411832,HCP_683,0,45,1100,1504,2513,2627,3683,57,110,70,93,116,199,78,130,155,96,134,218,10,15,29,1,2,4,3,6,10,False,False
683,9552655,HCP_684,0,40,754,989,1259,1620,1986,189,275,32,45,52,76,78,152,242,69,100,180,11,17,24,1,2,4,4,5,7,False,False
684,2354705,HCP_685,0,52,1061,1490,2609,3949,6385,149,153,60,96,152,290,55,96,102,97,155,249,10,18,26,1,2,4,5,8,13,True,False
685,9144746,HCP_686,0,49,738,1092,1298,1486,1848,86,99,49,95,159,160,76,116,157,50,98,135,13,21,37,1,2,4,7,10,17,False,True
686,3515203,HCP_687,0,77,424,445,463,611,916,42,84,56,86,135,162,75,162,284,74,84,106,9,17,29,2,4,5,4,7,12,False,True
687,5251949,HCP_688,1,32,522,753,1065,1509,1943,335,601,52,84,144,199,38,130,206,72,92,134,14,26,35,2,4,5,4,6,8,True,False
688,8947493,HCP_689,0,73,1061,1682,2115,2210,2272,307,496,71,73,82,140,48,141,196,118,191,312,16,19,24,2,4,6,6,10,18,False,False
689,6466152,HCP_690,0,89,978,1285,2450,3615,3947,296,402,37,43,79,151,51,57,60,122,221,302,12,16,21,2,4,6,7,11,15,False,True
690,5756270,HCP_691,0,79,1022,1959,2035,3307,4198,272,397,60,107,208,277,67,59,110,91,153,258,10,20,33,2,3,5,4,8,16,False,True
691,6622426,HCP_692,0,30,840,959,974,1594,2370,239,442,28,56,102,186,63,52,93,93,139,181,8,12,24,1,2,4,5,9,13,False,False
692,4204471,HCP_693,1,78,347,405,795,845,1299,304,413,49,83,157,221,74,187,296,92,167,258,11,20,36,1,2,3,3,4,6,False,True
693,8306630,HCP_694,0,55,1100,1897,3262,4374,6092,348,671,31,60,66,114,66,150,281,101,128,191,8,13,21,1,2,3,4,8,16,False,True
694,1191381,HCP_695,0,64,1033,1567,1687,2709,5219,212,327,51,59,84,130,34,117,187,107,110,143,10,19,33,2,4,7,4,5,9,True,False
695,6039220,HCP_696,0,80,586,713,896,1708,3010,210,229,31,40,57,110,67,135,222,137,218,323,20,32,33,2,4,7,4,5,9,False,True
696,5878137,HCP_697,0,84,879,1478,2778,3287,5510,232,337,45,76,101,114,59,147,252,74,120,165,11,16,26,1,2,3,4,8,14,False,False
697,4522904,HCP_698,0,40,963,1592,2232,4067,6095,318,567,27,29,54,96,35,135,249,79,157,210,14,21,35,1,2,3,4,8,13,False,True
698,4006999,HCP_699,0,77,295,561,710,875,1456,252,279,49,57,85,131,36,249,451,98,139,244,17,22,38,1,2,4,3,4,5,False,True
699,9290977,HCP_700,0,31,1045,1803,3455,4122,8222,117,218,73,111,136,220,36,215,417,112,170,328,13,25,45,1,2,4,3,6,12,False,False
700,4684644,HCP_701,0,75,289,435,484,574,1142,63,70,71,119,125,225,75,120,188,103,105,196,14,16,21,2,4,5,3,4,5,False,False
701,3471219,HCP_702,0,50,1100,1664,3025,5444,8413,330,504,33,63,77,113,59,136,203,121,197,359,12,20,29,2,3,6,4,6,8,False,True
702,3407229,HCP_703,0,59,997,1732,3442,5516,10454,223,402,32,52,86,169,69,116,194,89,154,187,10,14,26,1,2,4,3,5,6,False,False
703,7094431,HCP_704,1,79,492,596,1154,1693,3350,101,135,70,72,79,133,38,135,155,91,151,186,16,30,46,1,2,4,5,10,19,False,False
704,7576288,HCP_705,1,50,457,844,1123,1692,2918,231,369,48,58,107,212,44,124,196,51,81,138,10,20,22,1,2,4,6,8,12,False,True
705,5501490,HCP_706,0,41,1100,1883,2424,4192,6772,104,203,25,43,78,87,53,275,517,70,117,195,15,28,54,2,3,4,5,8,11,True,False
706,5792162,HCP_707,0,67,1100,1934,3863,4853,4927,321,420,72,100,106,197,77,154,214,86,120,132,11,15,26,2,3,6,4,5,8,False,False
707,2088753,HCP_708,0,81,390,732,974,1605,2785,43,49,47,51,71,122,41,119,136,107,198,275,10,15,21,1,2,3,4,5,7,False,False
708,7858346,HCP_709,0,55,1100,2142,4029,5065,6878,56,59,36,46,77,123,61,189,323,71,72,84,10,11,20,2,4,6,4,5,10,False,False
709,4253620,HCP_710,0,43,1100,1136,1668,2257,4021,20,21,46,50,68,117,41,131,244,60,92,109,8,13,18,2,3,4,5,8,11,False,True
710,1701651,HCP_711,0,55,1063,1456,2006,2771,3723,36,51,43,64,70,73,42,157,161,46,62,78,16,23,38,2,3,4,7,11,22,True,False
711,9204238,HCP_712,0,61,557,985,1149,1869,3237,17,30,68,135,266,298,66,202,211,67,88,141,10,18,34,1,2,3,5,6,8,True,False
712,4535584,HCP_713,0,38,895,1521,2330,4596,5071,53,60,74,93,106,122,64,168,267,53,95,119,16,23,30,1,2,4,6,8,16,False,True
713,7310426,HCP_714,0,56,705,1026,1330,1836,2633,129,145,72,115,214,270,47,70,120,85,165,277,16,28,37,1,2,4,6,10,19,False,False
714,4489094,HCP_715,0,60,1068,1489,1796,3333,5784,90,157,74,115,209,369,55,160,219,68,98,165,11,15,23,2,4,6,3,6,11,False,True
715,9592767,HCP_716,0,73,1100,2117,2568,3198,6056,331,582,49,71,131,254,78,125,190,97,103,162,11,22,30,2,3,5,3,6,7,False,True
716,9418098,HCP_717,0,59,288,418,621,1240,2009,335,499,56,80,144,204,52,96,143,69,136,216,8,9,17,1,2,3,6,9,16,True,False
717,2476429,HCP_718,1,49,509,686,983,1002,1990,87,88,61,94,152,220,55,188,351,85,98,155,10,14,17,2,4,7,3,5,10,True,False
718,3740429,HCP_719,1,53,914,1432,1568,1970,3236,30,33,46,58,76,119,65,116,163,69,135,209,6,8,14,1,2,3,4,8,12,True,False
719,7735634,HCP_720,0,62,454,834,1153,2278,2950,206,393,67,123,142,164,45,209,366,136,161,195,8,11,17,2,4,7,8,12,23,False,False
720,9590952,HCP_721,0,62,899,1734,1766,3195,3287,38,58,41,69,128,131,55,127,148,54,69,136,10,19,28,2,3,4,8,12,15,True,False
721,5308749,HCP_722,0,43,1100,2037,2680,3234,6072,256,366,55,84,119,188,66,122,168,39,51,88,11,12,14,1,2,3,4,6,8,False,False
722,6662839,HCP_723,0,39,433,678,1154,2160,4148,199,222,42,74,97,149,61,176,225,107,165,282,14,17,30,1,2,4,4,6,9,False,False
723,4646543,HCP_724,0,64,1100,1186,1962,3076,5997,241,421,57,62,91,121,79,147,186,79,139,219,9,14,22,2,4,6,4,6,8,False,False
724,7150478,HCP_725,0,84,389,774,1382,1601,2451,271,462,68,113,161,300,62,210,257,70,103,194,12,18,26,1,2,3,7,14,21,False,False
725,4253289,HCP_726,1,92,950,1000,1207,1934,2142,200,241,47,79,127,184,60,89,168,124,183,287,12,17,34,2,3,4,7,14,22,False,False
726,5944144,HCP_727,1,67,100,130,138,178,285,254,257,75,124,246,451,79,86,154,87,172,187,12,24,29,1,2,3,7,9,13,False,False
727,4724389,HCP_728,1,42,1100,1917,2817,4867,8718,219,338,41,57,77,150,43,133,161,73,130,145,12,20,24,1,2,3,4,8,14,True,False
728,1431213,HCP_729,0,65,810,1246,2345,2780,3655,142,191,23,43,77,109,75,143,218,86,160,310,7,13,16,1,2,4,7,9,10,True,False
729,6464926,HCP_730,1,74,817,1017,1034,2017,3197,244,269,68,103,116,137,58,212,380,104,182,218,10,11,14,2,3,5,8,9,13,True,False
730,4236225,HCP_731,0,49,936,993,1330,2510,4367,209,309,56,57,89,146,45,151,256,55,93,95,10,11,21,1,2,4,3,5,6,False,True
731,4473023,HCP_732,1,53,618,976,1275,2166,3454,329,552,42,78,83,140,64,130,211,92,149,214,8,10,11,1,2,4,4,7,8,True,False
732,4429778,HCP_733,0,67,214,295,422,504,932,252,272,57,80,127,252,77,134,187,104,113,170,13,25,30,2,3,6,5,8,12,False,False
733,2451373,HCP_734,0,80,105,188,276,307,328,295,489,45,53,102,138,61,134,163,88,121,175,16,25,38,2,4,8,3,4,5,False,False
734,3085052,HCP_735,0,72,277,299,440,543,623,308,318,44,76,93,116,80,155,239,148,186,297,9,17,20,2,3,6,3,5,7,False,False
735,3963000,HCP_736,0,92,100,109,119,173,324,243,465,75,149,241,473,71,67,84,54,64,106,13,26,40,2,3,5,6,11,13,False,False
736,4684667,HCP_737,0,59,441,730,926,1269,2477,149,285,31,61,92,153,56,230,332,115,205,296,12,15,21,1,2,3,3,6,9,True,False
737,9233103,HCP_738,0,31,775,1151,1257,1320,1801,79,150,33,45,88,109,36,87,105,107,166,236,12,18,20,2,4,7,4,6,11,False,True
738,6679188,HCP_739,0,53,588,1167,1182,2265,2457,152,206,74,82,87,161,50,206,403,140,257,506,10,17,28,2,3,5,3,4,6,False,True
739,2947533,HCP_740,1,84,1100,1296,2085,3144,5893,236,383,30,56,70,100,77,82,84,93,106,130,16,22,24,2,3,5,5,10,16,True,False
740,3079505,HCP_741,0,76,414,475,715,1227,1681,322,456,51,58,72,118,36,97,109,104,195,339,15,19,37,1,2,4,8,14,20,False,False
741,9102184,HCP_742,1,29,1100,1869,1871,2100,3390,344,429,49,66,111,173,46,122,236,65,74,101,10,19,26,2,4,7,6,11,22,False,True
742,7977063,HCP_743,0,65,1100,1168,1838,1964,3144,64,94,64,70,129,132,41,114,125,107,159,294,15,29,41,2,4,8,8,9,15,True,False
743,1127997,HCP_744,0,70,859,934,1387,1993,2563,83,88,24,46,64,122,34,117,181,82,106,116,7,9,11,2,3,6,4,6,12,False,False
744,4703072,HCP_745,0,76,1100,1571,2513,3181,3808,30,59,51,92,158,294,39,141,279,53,104,111,10,11,13,1,2,4,5,6,11,False,False
745,7882321,HCP_746,1,61,927,1195,1520,2912,4051,268,313,25,33,44,54,53,68,119,109,172,198,14,19,26,1,2,3,6,9,17,False,False
746,4517136,HCP_747,0,75,100,152,178,258,381,10,14,63,64,70,81,50,178,254,116,157,164,14,19,23,2,3,6,8,9,18,False,False
747,3443632,HCP_748,0,70,1100,1692,3105,3662,5159,211,333,54,78,104,205,48,55,99,98,121,130,14,21,40,2,4,6,8,13,21,False,False
748,7171938,HCP_749,0,75,811,1308,2498,4572,8577,123,217,48,51,61,69,68,158,213,112,186,327,11,13,24,2,4,6,4,7,10,False,True
749,3025562,HCP_750,0,56,458,790,1275,2196,3176,204,340,74,135,192,304,61,80,154,98,117,193,11,19,33,2,3,5,3,5,6,True,False
750,3080081,HCP_751,0,31,1100,1256,1783,2343,4654,142,180,57,77,139,180,70,122,141,75,108,116,15,26,27,2,4,6,4,6,11,False,False
751,7693844,HCP_752,0,76,1072,1926,2402,4084,6471,128,221,41,42,63,126,60,184,221,116,156,241,8,9,16,2,4,8,6,11,14,True,False
752,1744212,HCP_753,0,64,683,1198,1597,2907,3414,174,189,49,53,58,104,52,171,189,92,171,324,11,12,16,1,2,4,5,9,13,False,True
753,3207697,HCP_754,1,42,930,1730,2535,3006,4681,185,276,27,36,39,46,47,105,183,87,120,212,11,22,42,1,2,4,4,6,10,False,False
754,4013368,HCP_755,0,88,1100,1620,2225,3782,5214,340,559,49,57,94,150,54,158,270,71,125,215,19,38,63,2,3,6,3,4,7,False,True
755,8456724,HCP_756,0,55,1011,1335,1952,3451,5261,32,37,31,45,66,82,39,68,104,141,146,226,11,20,35,2,3,6,4,7,9,True,False
756,9766300,HCP_757,0,42,1100,1509,2286,4513,5665,114,160,39,62,114,132,48,134,178,79,153,254,8,9,17,1,2,4,6,12,20,False,True
757,1438392,HCP_758,0,58,1055,1080,1656,2617,3425,56,108,25,40,50,82,46,77,82,78,140,230,14,25,35,2,3,5,6,10,20,True,False
758,9415226,HCP_759,0,92,470,494,864,892,1737,242,421,53,83,131,245,79,198,279,90,127,202,10,13,25,1,2,3,3,5,7,False,False
759,8442940,HCP_760,0,82,1005,1996,3710,5243,10080,13,25,39,64,110,220,36,205,317,120,231,413,16,32,49,2,4,5,4,8,16,False,False
760,6491489,HCP_761,1,60,173,203,265,418,630,347,625,27,28,45,87,78,105,146,104,180,294,12,21,36,1,2,4,6,9,14,False,False
761,6743529,HCP_762,0,71,1100,1594,2074,2857,5241,60,76,51,60,74,105,79,110,218,60,69,107,9,18,22,1,2,3,8,11,18,False,False
762,3770283,HCP_763,1,32,1100,1159,1804,3106,5171,174,287,38,41,78,132,81,260,288,71,122,244,10,11,13,1,2,4,4,7,11,False,True
763,3316496,HCP_764,1,62,440,615,639,712,880,48,80,49,56,98,195,76,212,412,78,148,267,9,15,22,2,3,6,3,5,9,False,True
764,2771675,HCP_765,1,69,1100,1446,2123,3839,5612,97,115,55,103,144,169,57,136,143,72,127,129,12,16,27,2,4,7,7,13,25,False,True
765,7760915,HCP_766,0,84,1100,1181,1998,3100,3536,257,454,37,51,52,65,39,75,130,90,158,241,6,9,17,1,2,3,6,7,9,True,False
766,7131641,HCP_767,0,90,1000,1582,1916,2721,3494,212,360,73,122,232,389,42,160,169,124,226,299,11,17,22,1,2,3,3,5,7,False,False
767,2584768,HCP_768,0,78,1100,1444,1590,3075,5860,67,99,75,105,202,276,75,140,276,118,139,190,17,27,38,2,3,5,3,5,10,False,True
768,4227740,HCP_769,0,41,1100,1344,2059,3082,5147,267,397,32,49,69,115,34,113,216,117,193,276,10,17,25,1,2,4,3,5,9,False,True
769,9095088,HCP_770,1,77,587,677,1181,1257,2253,65,79,37,53,55,60,52,214,420,69,100,182,20,30,48,1,2,4,3,6,8,False,False
770,9434797,HCP_771,0,64,1100,1200,2393,4168,7678,170,175,62,77,122,165,54,164,314,51,61,83,11,12,24,1,2,3,3,6,11,False,True
771,3285154,HCP_772,0,50,415,585,1110,1143,1497,250,362,64,85,107,170,81,85,96,60,73,74,12,18,35,2,3,5,5,8,11,False,True
772,7439676,HCP_773,0,44,733,848,1362,1588,2364,336,587,23,30,35,53,38,141,146,101,143,251,8,16,28,2,4,7,4,6,10,False,False
773,1366611,HCP_774,0,52,456,762,1437,1484,2908,295,554,50,75,123,135,73,66,116,57,106,195,12,13,16,1,2,3,5,8,12,False,False
774,7377210,HCP_775,0,61,592,1029,1144,1771,2517,178,205,29,53,55,107,69,129,193,146,187,323,10,15,28,1,2,4,4,7,14,False,True
775,4767736,HCP_776,0,83,1100,1309,2241,4130,5070,201,380,43,81,115,225,53,250,417,48,88,91,9,17,25,2,3,5,6,7,12,True,False
776,1490230,HCP_777,1,92,961,1631,2207,2812,3767,181,250,65,103,201,300,81,117,187,91,146,251,9,18,34,2,4,8,6,9,16,False,True
777,1433189,HCP_778,0,76,650,813,1500,2381,2704,203,339,62,118,133,220,47,128,188,60,87,134,11,12,19,2,3,5,3,4,8,False,True
778,9252467,HCP_779,1,86,892,1581,2597,3763,6141,64,101,58,66,99,110,58,150,273,70,133,220,10,11,14,2,3,5,3,5,6,False,False
779,9389346,HCP_780,0,86,448,520,611,858,1698,219,355,38,69,111,132,42,149,209,88,134,190,13,24,45,2,3,4,4,6,9,True,False
780,7168868,HCP_781,0,81,518,681,810,1099,1458,217,338,66,73,80,88,57,155,307,111,142,143,8,12,16,2,3,5,5,6,8,True,False
781,5483650,HCP_782,0,87,960,1860,3382,3910,6870,283,458,59,92,104,118,57,144,152,82,157,192,13,22,44,1,2,4,4,8,10,False,True
782,6559560,HCP_783,0,81,1100,2043,3535,6824,9790,44,48,29,43,49,79,35,140,165,68,101,176,11,12,23,1,2,3,4,5,10,False,False
783,9429992,HCP_784,0,66,359,394,694,737,853,173,215,45,50,100,144,35,98,137,118,191,265,12,20,23,2,3,4,8,11,15,False,False
784,7358723,HCP_785,0,88,191,330,511,531,646,78,147,27,45,76,126,48,149,274,134,205,276,14,27,47,2,3,5,3,4,5,False,True
785,1194023,HCP_786,0,63,1100,2001,2662,4183,4482,130,209,66,96,125,152,46,154,173,124,149,211,9,15,20,1,2,4,4,7,10,False,False
786,3819732,HCP_787,0,41,1100,1180,1819,3154,5322,276,399,24,33,40,63,58,96,136,112,113,198,14,26,30,1,2,4,3,6,12,False,True
787,8126320,HCP_788,1,43,1100,2094,2412,2900,5247,55,104,65,78,154,269,65,78,113,94,157,259,9,10,11,2,4,5,3,4,8,False,False
788,9753584,HCP_789,0,66,455,536,631,1089,2155,216,272,63,73,139,231,46,93,144,45,58,84,6,10,16,1,2,4,6,10,18,False,True
789,7196841,HCP_790,0,37,483,689,1316,1438,2221,219,249,65,121,222,311,38,49,61,147,234,393,9,14,21,2,4,5,3,5,10,False,True
790,3037966,HCP_791,1,48,474,623,944,1486,1576,206,220,60,117,133,136,54,251,389,86,112,178,8,10,17,1,2,3,6,10,12,False,False
791,3536355,HCP_792,0,53,271,291,337,350,612,106,126,62,64,91,139,39,113,150,54,70,72,10,20,26,2,4,6,6,7,9,False,False
792,1084724,HCP_793,0,84,1100,1301,1306,2453,3005,65,84,26,51,93,182,40,142,238,67,114,118,14,26,48,2,4,6,3,5,9,False,False
793,4177844,HCP_794,0,67,676,1293,2533,3620,5662,213,304,38,58,78,120,35,130,177,132,224,315,14,15,25,2,4,7,6,11,16,False,True
794,5708814,HCP_795,0,91,373,620,795,1551,1659,72,86,50,81,128,174,64,214,373,71,100,169,7,10,15,2,4,8,7,13,16,True,False
795,9412387,HCP_796,1,30,1100,1971,3735,6517,11788,323,590,37,57,78,87,64,134,170,147,165,235,8,15,17,2,3,5,4,6,10,False,False
796,4957189,HCP_797,0,43,1100,2062,2652,4020,6727,226,241,29,39,46,79,64,132,186,128,217,342,15,27,48,2,4,6,3,4,5,True,False
797,5524280,HCP_798,0,36,1100,2073,3335,3991,4367,12,13,68,110,148,260,46,100,179,126,186,291,18,26,50,1,2,3,4,7,12,True,False
798,4528576,HCP_799,0,65,981,1467,2115,3784,7132,61,88,28,30,35,60,35,88,112,82,143,219,12,16,29,1,2,3,3,6,8,False,False
799,4293618,HCP_800,0,43,815,1290,2485,3480,4768,144,280,70,99,161,310,70,94,135,101,109,173,9,13,20,1,2,3,4,8,15,False,False
800,6633336,HCP_801,1,54,1100,1675,3018,5968,11468,59,108,40,44,49,76,72,67,78,101,110,142,9,12,20,1,2,4,5,6,9,False,False
801,7702172,HCP_802,1,58,920,1105,1648,1685,2070,226,297,64,100,151,289,51,113,124,62,105,194,20,37,72,1,2,3,4,6,11,False,True
802,6800664,HCP_803,1,37,1060,1865,2053,2186,3151,315,583,53,75,78,124,51,109,174,62,70,133,11,13,25,1,2,4,5,7,14,True,False
803,5283416,HCP_804,0,49,1100,1868,3337,5716,8645,91,136,62,67,121,181,49,136,204,104,169,219,9,14,28,2,4,7,4,7,8,False,False
804,9868020,HCP_805,0,84,443,675,795,1467,2292,100,113,23,31,48,67,68,227,264,56,58,91,18,33,63,2,4,8,3,6,9,False,False
805,6660259,HCP_806,0,61,647,662,815,1359,1883,28,36,50,94,133,171,63,115,134,52,72,118,9,14,18,2,3,6,6,10,16,False,True
806,7901679,HCP_807,0,89,268,401,724,1223,1573,123,165,62,122,157,306,43,72,89,88,95,96,19,25,50,2,3,6,6,12,18,False,False
807,9514712,HCP_808,1,30,1100,1517,1941,3695,6587,317,548,41,55,92,149,58,230,336,80,113,131,10,16,25,1,2,3,5,8,15,False,False
808,9554386,HCP_809,0,56,1100,2086,3112,3766,4578,234,310,44,69,110,171,73,85,142,106,132,255,19,29,33,1,2,3,5,10,17,False,True
809,5705256,HCP_810,0,61,996,1035,1187,2298,4136,22,24,74,124,226,347,34,74,139,111,150,296,12,13,18,1,2,3,3,5,8,True,False
810,8125009,HCP_811,1,38,654,1208,2125,3757,4509,191,210,63,126,234,368,61,81,127,141,243,344,15,20,31,1,2,4,4,6,8,True,False
811,9025354,HCP_812,0,43,647,830,1460,1786,3090,14,20,23,40,74,111,60,52,68,66,81,121,18,27,52,2,4,5,3,5,9,False,False
812,8347259,HCP_813,1,45,921,1113,1314,1403,1551,192,314,50,78,79,103,45,209,236,51,97,178,10,14,23,1,2,4,4,7,13,False,False
813,5266038,HCP_814,0,81,185,274,528,936,1487,120,211,71,134,229,341,49,101,151,87,129,143,11,19,32,2,3,5,4,7,9,False,True
814,9359041,HCP_815,0,53,947,1756,3372,4070,4713,66,122,67,128,142,165,58,159,287,83,96,172,13,17,31,2,4,7,3,5,9,False,True
815,3361206,HCP_816,1,62,1100,1976,2786,4686,5385,300,346,59,72,119,157,77,142,155,74,147,174,10,16,26,1,2,3,3,4,5,False,False
816,5205118,HCP_817,1,33,1065,2070,3978,7854,11072,200,272,70,86,109,142,74,89,131,64,87,123,10,13,18,2,3,5,4,8,11,False,False
817,9733067,HCP_818,1,71,841,1279,2031,3152,6184,73,126,51,96,114,149,53,115,210,64,84,147,18,26,48,2,3,6,7,9,10,False,False
818,5912208,HCP_819,0,53,602,881,1289,1569,2474,282,420,48,74,100,151,36,103,152,148,296,338,8,9,18,2,4,8,8,11,18,False,True
819,2660015,HCP_820,0,80,818,1005,1090,1620,3229,188,197,51,71,129,227,40,163,237,90,122,182,11,13,14,2,3,4,4,7,11,False,False
820,5543136,HCP_821,0,54,1100,2102,2229,3384,3866,163,273,47,78,127,235,42,130,234,149,264,527,12,19,35,1,2,4,6,11,22,True,False
821,6555154,HCP_822,1,71,398,738,1009,1165,1680,51,97,36,57,75,109,73,91,93,79,137,233,12,24,39,1,2,4,3,6,9,True,False
822,8869299,HCP_823,0,43,677,1271,2202,2917,4429,279,382,59,88,92,181,54,120,195,45,88,135,15,17,21,1,2,4,4,6,11,False,False
823,9763112,HCP_824,0,85,1007,1956,2299,3016,5562,31,51,36,49,93,95,78,101,144,93,166,304,18,21,40,1,2,4,3,5,9,False,True
824,1029460,HCP_825,1,46,1100,1433,2627,4733,5846,132,248,42,80,114,116,44,126,229,61,110,132,12,17,25,2,4,7,3,4,6,True,False
825,2431612,HCP_826,0,34,1041,1111,1194,1344,1598,97,162,39,62,71,125,80,182,194,49,60,110,16,22,42,2,3,6,4,6,12,False,False
826,5040476,HCP_827,0,78,1046,1326,2640,4723,7445,185,271,62,83,94,97,66,78,96,60,76,88,11,22,44,1,2,4,4,7,12,False,False
827,4546396,HCP_828,0,41,409,545,721,1432,2014,245,435,73,114,192,330,56,76,117,74,75,130,17,33,48,2,3,4,3,6,8,False,True
828,4143031,HCP_829,0,89,568,1048,1249,1284,2425,309,329,49,85,149,229,43,161,298,119,124,145,19,28,51,1,2,3,4,6,10,False,False
829,8094784,HCP_830,0,46,804,1034,1686,2609,2966,97,152,48,52,97,132,59,110,157,100,159,193,7,13,19,1,2,4,6,11,21,True,False
830,8227066,HCP_831,1,38,1100,1195,1484,1966,2088,189,240,54,108,140,155,60,75,122,59,117,145,8,11,17,1,2,3,3,6,11,False,True
831,4642211,HCP_832,0,36,1100,1329,2222,3150,5298,248,373,47,59,118,206,39,136,200,120,126,180,14,21,31,2,3,5,6,8,10,False,True
832,4411930,HCP_833,1,75,995,1593,2232,2736,4492,208,257,47,83,136,229,76,188,362,65,108,207,12,19,38,2,4,5,4,5,8,False,False
833,6147856,HCP_834,0,87,1100,1723,2512,3739,6472,40,64,69,95,128,170,71,59,80,69,96,110,11,20,30,1,2,3,4,6,7,False,False
834,2180695,HCP_835,0,56,238,333,564,909,1161,255,341,73,94,150,184,50,115,119,52,89,137,7,13,18,2,3,6,3,6,10,False,True
835,1807819,HCP_836,1,59,1100,1418,2458,3987,5184,41,66,49,90,170,281,34,197,281,61,81,105,10,20,37,1,2,4,5,6,11,False,False
836,5865781,HCP_837,0,72,1066,1498,1882,2450,3887,44,83,43,79,102,152,61,120,208,127,204,224,11,21,36,2,3,4,3,5,8,True,False
837,7605203,HCP_838,1,32,1100,1787,2567,4243,7129,160,203,43,54,96,125,74,107,190,65,81,159,7,10,19,1,2,3,3,6,8,False,True
838,5216776,HCP_839,0,92,470,515,688,1155,1396,58,114,28,31,35,41,79,104,158,82,125,148,7,13,20,1,2,3,7,13,15,False,False
839,4371077,HCP_840,0,39,1100,1592,2092,3106,5140,284,492,73,88,126,248,67,93,135,66,104,170,9,16,25,2,3,5,3,5,10,False,True
840,4619145,HCP_841,0,38,1068,1083,1955,2657,3551,28,56,55,60,87,160,37,152,289,66,98,159,8,13,17,2,3,5,4,6,12,False,False
841,3014076,HCP_842,0,92,730,738,967,972,1491,304,580,66,118,184,196,79,89,105,86,109,147,20,25,44,1,2,4,4,6,10,True,False
842,1351531,HCP_843,0,92,823,1530,2231,4196,5435,124,176,60,97,142,223,47,142,157,105,143,212,11,17,22,1,2,3,4,8,16,True,False
843,5734807,HCP_844,1,69,842,1420,1599,2395,4309,274,425,44,68,120,197,67,107,190,126,160,172,12,22,28,1,2,4,4,7,9,False,False
844,2233495,HCP_845,0,84,1100,2021,2210,3343,5349,23,36,31,47,72,104,70,137,186,47,76,112,10,17,23,2,4,8,3,4,6,False,False
